invert,sepia,saturate,hue-rotate,brightness,contrast
14,17,4399,86,98,106
11,44,4460,107,89,105
12,17,7054,99,100,106
14,56,1581,88,95,108
12,59,1934,97,98,104
11,26,7073,94,101,103
13,26,5177,92,93,104
12,30,4753,110,99,106
15,44,1793,85,97,105
12,55,3455,101,95,105
15,38,2593,93,98,107
15,49,2518,93,91,105
13,34,4612,98,101,105
12,62,3056,101,101,105
16,53,1721,86,96,106
14,26,5892,108,96,103
13,80,2450,97,92,105
15,69,1632,91,98,103
13,46,4251,103,94,106
14,42,4106,100,94,106
16,18,6696,96,102,106
14,65,2509,105,94,105
16,18,7490,97,96,105
18,39,2447,88,95,106
14,38,4671,101,97,104
18,28,4330,94,93,107
15,51,3561,101,96,105
14,76,2466,100,98,106
12,70,3644,105,98,103
12,93,3126,107,96,103
13,60,4926,105,93,105
15,71,2983,100,94,107
16,63,2687,99,97,107
18,21,6698,98,98,108
19,65,1597,91,100,105
10,82,6770,94,96,106
21,39,2852,94,92,105
16,88,2257,97,94,103
21,33,3849,90,92,104
17,42,3950,99,101,106
17,99,1435,99,100,106
19,25,5179,98,101,103
20,77,1358,89,102,108
15,75,3425,103,98,107
16,96,2631,96,93,102
14,89,3283,98,95,103
19,35,4880,108,96,103
20,44,3870,91,96,107
20,32,5256,103,94,106
16,96,2655,97,96,103
17,74,3236,107,94,104
19,31,5395,104,103,108
14,100,3692,94,98,102
20,59,2686,98,102,107
19,43,3998,97,102,104
18,42,6420,95,96,102
20,83,1987,109,95,108
20,96,1701,100,96,104
25,48,1999,89,98,103
15,99,7500,122,89,107
23,46,3263,100,96,109
18,67,3620,94,102,104
13,85,4424,115,104,101
22,92,1243,95,103,109
22,55,3078,104,96,103
22,84,2298,99,91,104
22,87,2202,94,91,102
21,61,5443,100,88,109
25,67,2324,93,93,104
26,97,932,86,99,107
27,52,2102,92,98,104
17,99,6307,110,98,103
25,22,6453,99,99,106
21,99,3734,116,87,104
25,54,2735,95,98,106
26,95,1415,93,95,103
22,74,6898,117,94,104
24,99,1897,102,92,102
22,72,3806,99,93,101
20,69,7471,113,99,104
27,83,1670,97,94,104
22,78,3058,95,97,106
24,84,4288,121,90,101
22,100,2877,99,95,104
26,99,1423,92,99,107
22,91,2426,100,99,102
28,98,1204,91,99,107
25,81,3468,110,92,101
23,96,3969,110,97,105
29,92,3410,102,92,105
25,61,3621,114,93,101
28,95,1630,99,93,108
30,81,1580,93,95,104
26,100,1708,93,101,104
32,83,1455,92,90,106
31,96,1380,94,90,105
26,94,5922,121,105,103
30,42,5276,105,95,102
27,90,2855,112,95,104
27,99,2234,100,97,103
29,99,1840,105,91,109
33,98,921,85,98,107
23,81,3345,120,101,109
32,81,2940,108,93,107
34,77,3553,105,95,102
28,88,2068,96,99,105
34,98,1857,99,91,108
27,92,2293,108,99,107
35,79,4984,108,102,105
34,98,1459,95,91,106
36,34,4524,103,93,111
44,16,6362,91,89,103
47,64,7286,111,100,109
30,96,2779,109,102,102
33,96,1212,92,101,106
41,87,3579,98,98,104
36,75,2273,96,98,101
39,46,5766,102,102,102
43,66,3714,95,96,105
36,85,1098,87,100,107
38,86,1927,95,95,107
51,64,6362,101,100,107
37,100,1622,93,97,105
38,98,1456,91,95,106
47,41,6121,95,98,108
50,78,3771,91,95,107
46,61,4511,93,100,104
41,60,1749,89,96,108
38,51,3376,97,103,102
39,88,1874,92,100,105
36,93,1361,93,101,105
37,97,1128,90,100,107
44,98,2728,91,100,108
38,87,1303,90,99,108
38,83,1840,92,104,105
58,80,4735,90,99,107
53,59,4650,89,99,109
39,93,2507,95,106,106
44,18,6525,91,103,107
46,48,3576,89,102,109
42,72,2456,90,104,108
39,95,1243,89,101,112
43,92,2738,91,106,106
44,42,3711,91,106,107
49,76,3262,89,103,111
43,95,1907,89,103,111
51,36,6984,90,106,110
69,85,5329,88,103,112
38,94,1247,89,106,110
58,87,4628,90,108,108
42,89,2057,90,107,111
44,87,1755,86,102,116
50,39,5059,88,106,112
49,98,2459,86,102,116
36,96,1934,95,116,105
54,84,3465,87,104,116
50,34,5890,89,108,111
50,56,4317,89,110,111
41,84,1304,87,107,114
50,20,6621,86,105,117
51,34,5469,88,108,115
53,95,3083,86,106,116
46,20,6737,90,114,110
67,68,5912,87,108,116
47,35,3585,87,108,117
52,83,3554,89,110,116
57,61,4779,87,110,115
54,93,3287,87,108,119
47,78,2095,86,108,118
55,88,3789,88,112,115
55,37,6789,88,113,115
40,99,1070,88,111,118
47,80,1627,84,104,125
53,41,5446,87,114,115
47,98,2062,86,111,118
43,42,2434,88,118,112
51,87,3169,87,114,117
46,94,2395,88,115,117
65,84,5106,88,118,114
58,73,3955,85,110,121
45,83,1971,86,115,117
49,92,2349,87,111,124
73,88,5506,91,113,126
68,54,7362,88,119,116
49,99,2234,86,113,122
65,82,4673,86,112,124
54,21,7489,85,114,121
40,92,1786,89,126,111
52,100,2644,86,114,122
63,63,4403,84,107,132
45,87,1096,85,112,127
60,100,3823,88,118,121
56,44,5747,88,119,120
72,72,6038,87,119,121
67,80,5294,87,121,118
56,34,4005,81,109,130
50,48,3575,88,119,123
70,84,4824,84,115,126
53,75,3172,86,118,125
49,60,3083,87,122,119
54,61,3789,86,120,123
61,43,6162,86,117,126
62,97,4187,87,125,118
52,80,3893,92,127,120
59,51,4875,84,117,128
62,67,3959,79,112,134
67,59,5332,82,116,127
0,1,7489,117,91,97
4,26,7499,81,88,111
8,47,222,80,96,120
1,22,2878,74,104,101
2,35,2823,127,102,102
1,68,5768,135,90,102
3,18,3728,67,97,103
1,88,7052,132,98,101
7,40,2156,86,81,115
2,76,6093,109,99,106
5,50,807,90,108,109
4,9,7491,74,110,104
6,15,6355,96,89,108
5,45,3244,126,92,108
2,56,7493,95,98,101
7,17,4921,95,99,111
7,24,4292,88,94,112
3,97,7471,95,96,111
6,34,3248,79,97,106
4,45,6357,85,95,106
5,64,2169,90,102,106
4,58,5368,89,94,103
6,34,4223,88,99,106
6,42,3276,99,98,106
8,76,577,72,97,106
5,97,1670,111,98,104
8,63,880,74,93,104
8,65,1322,88,94,104
7,23,6438,115,98,106
4,78,6786,90,101,103
7,25,6088,111,97,105
7,42,4125,94,100,103
9,70,1088,83,98,108
9,58,1777,88,94,105
8,57,2400,93,100,105
10,38,2002,85,97,106
8,85,2209,97,89,104
6,99,3108,136,95,111
9,45,4004,98,94,106
11,82,691,77,100,106
11,28,3183,92,101,105
10,48,2347,95,98,106
11,44,3559,95,88,105
12,35,2615,88,94,105
11,68,1348,89,98,105
13,52,1315,81,101,107
10,55,2738,98,97,106
11,63,2018,96,96,107
13,16,5679,87,100,105
12,85,1013,85,96,106
14,56,1374,84,93,106
13,17,6652,93,99,105
12,56,3024,99,91,106
13,48,2980,98,88,104
14,36,3428,99,91,108
11,41,4309,105,100,104
10,64,3302,105,98,105
12,57,2654,100,100,105
10,71,3677,102,94,103
13,71,2489,96,92,107
11,95,1806,104,104,104
17,18,5457,92,93,107
13,88,1887,103,92,105
15,55,2144,94,95,104
14,25,6282,104,95,103
17,14,7456,90,98,106
14,52,3432,100,94,107
18,55,1716,88,92,106
18,19,5745,94,91,108
13,67,2690,101,100,105
17,29,4223,96,94,107
19,27,4542,96,88,109
14,92,1553,93,101,104
16,21,6714,102,98,105
18,71,1341,88,98,107
14,80,2967,99,92,103
14,90,1878,99,100,105
19,36,3397,99,92,106
13,81,2844,112,94,102
19,63,1308,85,101,109
20,53,2270,91,90,104
18,28,5795,98,93,106
19,33,4672,98,91,104
16,85,2446,101,88,107
16,61,3447,104,94,106
18,55,2498,98,96,102
21,27,4840,94,93,105
16,56,3770,116,92,103
13,71,4470,102,101,105
17,95,2137,98,93,105
21,69,2123,93,87,105
16,98,2687,101,87,102
20,52,2562,94,97,102
16,50,4650,105,96,103
12,58,6940,94,102,104
17,90,2541,103,94,105
15,73,3774,101,98,105
12,94,4540,104,98,101
19,81,2293,105,92,102
20,97,1285,91,99,104
17,56,4837,96,93,105
20,31,5813,109,96,103
17,92,2349,105,102,106
18,98,2384,99,94,104
17,47,6617,100,92,103
18,75,3023,118,96,107
18,97,2310,104,94,106
17,83,2746,100,102,105
17,94,2841,98,96,105
17,94,2491,102,101,105
19,64,3402,103,98,104
24,59,2366,99,94,105
18,97,4987,106,89,103
21,83,2129,97,97,106
21,78,2260,108,97,101
24,90,1221,90,100,104
19,92,2513,92,100,105
31,49,1702,85,92,108
21,42,5646,94,97,106
26,95,1106,89,99,107
26,87,1489,95,94,103
21,84,2207,99,101,104
26,98,1403,98,91,104
20,94,4166,115,90,103
17,95,4604,95,104,101
21,99,5187,112,95,104
24,93,1629,99,99,106
28,76,1448,92,98,106
21,64,6933,109,99,102
18,93,4453,110,98,103
28,99,1166,91,96,103
22,57,6397,124,94,107
24,92,4359,105,96,110
29,97,981,87,99,106
20,95,4852,115,100,107
24,97,3008,110,92,106
31,92,1081,88,95,108
21,71,4694,107,101,104
29,99,1087,89,98,108
37,90,6680,103,102,102
24,91,3219,114,95,104
29,92,3348,111,92,105
39,64,5133,94,91,105
29,99,2290,101,92,107
36,82,2897,94,88,107
40,28,6768,91,88,106
28,98,1372,94,102,103
28,99,3115,105,98,104
25,99,2419,106,98,107
27,93,2299,111,95,103
25,95,2682,110,100,103
33,97,1150,91,94,106
34,100,1139,91,91,106
32,90,3588,109,98,103
42,61,6774,110,97,103
33,99,1717,97,93,103
35,84,3583,106,97,103
40,95,2822,97,92,104
49,84,6561,112,101,107
38,79,3229,95,96,101
37,95,2413,94,95,101
34,99,1086,90,97,107
32,96,1449,94,100,104
36,75,1207,87,99,111
35,74,2702,100,99,101
37,79,1751,94,95,105
42,87,1880,89,91,102
42,97,3101,94,97,105
41,32,5338,94,98,105
39,79,2106,92,95,106
44,58,4542,93,99,108
44,87,2972,92,96,107
49,61,5603,96,100,107
45,45,5267,93,101,103
47,89,3280,91,97,106
38,62,2020,94,99,109
35,97,1341,93,101,104
42,75,2280,91,97,109
55,70,5478,93,100,109
41,99,1801,90,97,108
47,71,3691,91,101,106
37,100,1118,90,100,106
46,14,7092,88,97,111
48,57,4066,90,101,108
36,97,1299,91,104,106
41,81,1760,90,101,107
63,55,7086,90,102,108
39,96,1087,88,99,112
47,77,2730,87,99,114
64,68,5768,88,100,114
38,93,1181,88,104,107
39,98,1512,90,105,107
43,95,2309,89,105,109
42,65,1674,88,102,112
51,76,2372,84,95,116
43,99,1697,87,102,114
41,83,2231,91,107,111
39,88,1420,90,106,111
55,76,4078,88,102,116
45,39,2253,87,101,118
39,85,1339,91,107,113
42,87,1798,88,106,112
45,96,2191,88,106,113
46,73,2446,87,105,114
40,91,990,86,108,115
57,73,4345,87,105,115
52,76,4358,91,113,110
63,46,7453,88,107,116
41,64,2422,91,113,111
42,76,2288,91,113,111
51,64,3249,86,105,119
43,88,1774,88,110,113
41,98,2238,91,118,108
45,100,2190,88,111,114
51,41,5019,91,109,119
45,44,2227,86,109,117
42,100,2237,90,118,109
58,82,4781,91,115,114
63,84,5534,93,118,112
61,84,4167,85,108,120
72,47,7436,83,103,127
43,99,1407,87,109,123
45,95,1865,89,110,123
49,75,3096,88,114,116
66,58,7095,90,119,113
53,85,3044,85,110,120
52,80,3525,89,114,121
45,82,1633,87,111,122
49,83,1513,82,104,129
59,44,7134,90,118,118
46,96,2128,87,115,118
71,66,6335,87,116,119
69,100,4646,88,115,121
51,76,2834,86,114,121
60,59,5779,89,119,117
48,96,2126,86,114,121
44,96,1274,86,113,124
50,96,2185,85,113,124
53,17,5231,83,111,126
52,100,2940,87,118,121
52,95,3122,88,121,117
51,95,2583,87,116,124
45,98,1358,84,115,124
52,89,2272,83,112,127
52,89,3081,88,119,123
56,70,3306,84,114,126
51,100,2317,85,114,129
70,79,5274,86,119,122
64,54,6912,89,124,122
63,92,3738,85,113,131
53,91,3657,91,128,117
44,94,2255,89,128,119
63,52,6017,85,123,121
48,94,2299,86,124,122
65,77,3588,80,121,128
0,90,7459,195,107,108
6,22,1512,80,93,116
5,28,364,74,93,111
6,37,445,83,90,112
4,14,3850,54,105,110
4,19,5540,111,99,112
4,9,3488,97,93,106
4,28,1412,60,86,104
4,83,2645,82,104,116
5,44,1063,92,88,105
4,35,2041,108,90,105
4,44,5411,75,110,114
2,96,4171,123,86,101
5,12,6776,81,100,106
6,53,691,67,94,107
2,86,5581,129,95,102
5,13,6559,80,96,104
5,15,7253,85,95,103
5,26,5255,117,98,107
6,19,7496,81,96,106
6,17,6324,92,97,106
6,52,2132,82,102,105
4,39,6865,98,100,104
5,59,3381,103,96,105
6,25,5190,95,98,102
8,99,555,77,93,105
5,75,2868,109,100,103
8,51,1608,80,97,105
7,54,2397,94,104,105
7,23,6130,91,100,104
8,25,4849,92,93,103
3,86,6001,139,96,105
8,83,982,81,104,106
10,44,2276,89,100,110
9,33,3685,93,93,105
10,54,1854,90,91,104
8,90,1500,98,106,107
5,54,7337,121,99,105
11,32,2162,82,95,105
7,56,4012,117,94,103
11,53,2044,90,91,104
9,96,1719,106,93,105
8,32,6631,107,100,104
9,94,1771,99,92,105
11,65,1821,94,95,105
12,74,1357,92,93,105
14,14,6743,89,90,106
13,21,4926,86,93,106
8,47,5369,103,101,105
13,51,2452,97,90,106
10,72,2753,103,93,104
12,22,5722,102,96,105
11,25,7192,97,95,104
14,33,2173,83,103,106
13,97,1165,89,94,108
12,65,1908,91,102,105
13,50,2575,94,96,104
15,34,3441,88,92,108
16,36,2622,95,94,108
10,59,4115,108,97,101
14,77,1605,94,93,108
16,27,4435,96,93,107
15,43,3084,94,96,107
16,41,2169,90,102,108
16,21,6217,93,96,106
14,48,3507,97,95,107
15,36,4573,104,88,106
16,38,3131,91,98,108
15,46,3344,102,94,108
13,95,2199,104,88,103
16,81,1665,92,94,103
14,72,2225,95,101,108
12,48,5853,114,92,110
17,59,2510,96,89,108
16,50,3097,103,91,105
19,75,1287,89,93,107
15,30,5464,105,99,104
17,46,2379,92,100,102
14,54,3663,104,99,105
15,73,2487,105,98,106
17,79,2047,95,96,108
20,33,3444,93,96,106
17,45,2886,95,104,107
15,55,4052,104,93,105
13,49,5539,113,95,104
17,43,4263,99,95,104
17,41,4243,99,99,105
16,55,3151,100,101,102
13,95,3818,93,91,104
19,59,2315,99,99,105
18,36,4485,102,98,107
16,44,4359,103,103,103
13,96,3395,106,97,103
18,93,1809,102,95,105
21,100,1409,93,89,104
17,79,2777,102,96,106
17,68,3197,99,95,105
20,41,4052,99,94,103
21,47,3074,100,96,106
14,100,3273,95,101,105
15,88,3299,95,99,106
22,78,1558,92,97,107
13,79,7184,93,96,102
25,70,1162,85,99,109
22,96,979,87,103,104
23,84,1298,92,96,107
24,56,1873,91,98,105
18,68,6797,98,91,106
15,100,3546,92,102,104
20,65,3787,93,94,105
16,84,5587,96,95,106
26,98,996,88,93,108
22,97,1651,94,94,103
22,96,1390,94,103,103
25,96,1120,90,97,105
18,78,6629,106,94,106
21,91,1938,101,99,109
17,100,5789,120,92,104
25,31,4744,95,101,101
20,95,6530,109,97,105
17,92,6521,118,95,101
26,77,2312,95,88,107
27,90,1205,90,95,106
17,100,4702,129,91,102
24,96,1767,96,95,110
24,100,1515,99,97,109
21,63,5565,97,99,105
33,56,7068,94,92,101
20,83,7285,106,106,104
22,98,4843,121,94,107
24,57,6304,108,95,102
26,89,1663,95,97,103
24,92,3455,94,97,104
26,81,3242,105,90,103
22,99,3792,117,95,102
26,49,3416,97,100,102
26,81,2036,97,96,104
22,100,3542,107,99,104
20,100,4187,111,102,105
31,100,937,87,95,111
28,93,1235,91,103,104
30,95,1169,91,97,104
26,92,2690,109,93,106
29,86,1714,97,94,101
31,60,6805,120,97,101
32,60,5430,109,95,103
22,100,2609,119,99,104
35,71,5763,115,97,103
28,100,2033,102,94,107
34,55,5122,107,95,102
26,71,4545,118,102,103
25,99,2621,103,102,106
33,60,3210,100,95,105
27,96,2076,100,99,105
30,44,4217,101,100,106
36,80,5163,114,100,106
32,47,4298,109,97,106
35,93,1250,91,92,107
40,72,5393,109,99,107
29,62,3365,102,103,105
35,82,2646,102,96,104
32,78,2333,99,99,105
30,97,1804,103,99,106
37,99,1487,93,92,104
51,89,3998,93,91,109
33,96,1704,95,100,103
35,100,3845,110,106,103
42,81,2858,94,94,107
45,27,5452,91,95,102
39,87,3926,103,103,103
39,68,2112,93,96,106
43,33,3411,91,94,109
39,70,1489,90,95,108
37,63,1999,93,100,105
38,66,2011,93,98,109
36,91,2587,96,105,101
48,60,4414,91,99,104
59,63,6603,93,101,106
38,99,1123,89,97,109
45,46,2411,87,95,112
39,94,1082,88,97,107
38,88,1447,90,100,106
54,31,7468,88,97,111
54,50,5717,89,100,110
45,26,5489,90,102,108
41,52,2437,91,103,107
39,99,1800,91,104,106
42,94,2188,91,103,108
47,49,5170,93,106,107
38,100,1083,89,102,109
43,49,2048,88,101,112
40,98,1222,88,100,114
51,60,4373,90,104,111
43,96,1771,88,101,113
66,53,7471,88,104,111
44,98,1517,85,101,109
41,79,2074,92,105,115
37,100,1105,89,107,109
40,87,1714,90,107,111
41,99,1729,89,107,109
41,98,957,85,101,117
45,99,2096,87,105,114
41,93,1234,87,104,115
58,74,4864,89,109,110
49,70,1499,82,96,124
40,85,1400,89,109,112
54,90,4165,90,113,108
41,99,1351,87,107,114
53,84,3467,87,107,115
42,78,1555,87,108,115
44,92,1545,86,106,117
51,95,2787,87,105,121
50,46,3085,85,105,119
46,83,1986,86,107,118
63,54,6054,87,108,117
50,27,7310,89,113,114
45,90,1634,86,106,121
62,100,3972,86,109,117
54,45,5175,87,111,117
60,58,5403,88,109,120
62,43,6577,85,108,121
54,31,7013,88,114,115
46,29,5109,89,119,111
55,78,3516,87,109,121
45,97,2261,88,117,114
58,31,7117,85,110,122
50,97,2687,86,114,118
45,97,2021,88,114,118
40,93,2054,92,123,112
59,70,5182,89,119,114
47,87,1764,85,111,123
43,55,1774,88,117,117
44,100,1859,87,117,118
44,63,2105,89,118,118
59,84,3287,82,108,127
57,62,6094,94,125,115
45,57,2565,90,118,121
52,62,3518,89,114,126
51,30,5088,86,116,125
52,91,2126,83,108,130
49,97,2741,88,121,117
68,54,6863,87,117,122
64,59,6115,88,120,121
62,66,5028,87,118,123
53,54,3531,85,116,125
43,72,2118,90,126,116
57,77,3085,82,112,129
65,64,4417,82,110,131
49,93,2169,84,115,131
48,85,2269,83,117,134
53,97,2919,85,118,130
47,97,2454,89,123,124
60,50,6201,87,124,123
53,26,3211,81,123,127
78,59,6410,81,114,126
0,6,7500,284,94,106
2,80,592,86,83,103
3,98,1063,134,104,109
2,25,7479,71,102,103
6,22,5272,68,91,116
3,37,3149,86,89,105
4,90,2041,96,104,115
2,22,6280,114,115,101
2,29,3220,106,104,102
3,26,7490,89,85,102
5,26,2800,88,93,107
3,90,1654,113,92,103
7,6,6262,90,89,110
2,98,7499,107,93,112
5,66,1693,106,93,106
6,94,1355,109,89,112
8,12,5608,102,94,112
9,27,2657,66,90,112
6,61,1385,81,99,106
5,37,5494,84,93,105
8,14,5045,73,94,107
6,64,1283,86,97,105
6,34,4434,118,91,106
9,53,698,70,94,107
5,38,6799,93,102,106
8,56,1115,78,97,106
9,18,2968,80,102,108
8,94,761,82,91,104
7,50,4174,113,85,107
4,65,6611,133,93,102
6,95,1951,94,97,102
8,61,2449,95,97,107
8,100,1569,99,89,106
8,52,2787,99,96,106
10,28,2546,85,96,106
7,25,7246,111,97,104
10,16,5931,85,98,105
7,79,2844,101,97,104
10,78,1223,90,95,105
6,84,4578,93,92,103
10,67,1595,93,97,108
6,53,6898,104,92,103
10,51,2884,96,96,106
11,38,3690,91,96,107
10,81,1859,96,95,106
7,57,5184,98,98,103
11,44,2617,92,101,104
11,72,1956,89,94,103
10,52,3572,104,96,105
13,45,2939,95,90,108
15,32,2574,91,94,108
13,42,2091,88,102,105
12,22,5388,94,100,105
14,51,2178,90,90,106
12,25,6418,93,98,104
15,72,987,82,98,108
12,36,4427,100,95,105
15,44,1818,85,98,106
14,83,1177,88,98,106
13,79,2106,104,91,105
14,25,5821,101,95,107
16,33,3147,95,97,107
17,35,2644,91,92,107
16,27,3785,92,96,107
12,68,2941,102,98,105
16,66,1547,93,97,108
13,76,2359,102,96,104
17,15,6790,94,97,106
15,29,5949,106,92,109
14,32,4952,102,99,104
15,28,6190,101,93,105
14,64,2422,98,101,106
15,83,1927,102,94,104
14,69,2683,97,102,108
15,82,1940,97,98,106
16,27,5826,98,99,107
10,78,5439,97,98,111
16,78,1676,100,101,106
13,74,4212,100,91,105
14,53,3576,112,99,103
18,62,2229,96,92,105
19,55,1702,88,103,106
16,82,2141,101,96,107
14,68,3670,102,98,104
21,30,3931,95,94,107
17,85,2005,97,94,104
17,96,1765,97,94,109
19,80,1629,96,97,106
17,25,6962,98,105,104
10,99,5911,92,90,101
19,31,5593,100,95,104
21,57,2156,97,96,107
23,34,3258,93,93,110
14,66,4213,105,98,105
17,60,3307,99,98,107
23,49,2230,92,94,105
15,84,3674,98,93,107
21,98,1187,94,98,108
20,33,5207,102,98,106
26,22,5187,93,89,102
21,36,4552,105,96,107
18,60,4120,98,95,107
17,100,2572,106,93,105
23,90,1325,92,93,104
21,87,1783,95,93,104
24,94,1267,91,89,103
23,94,1091,89,99,106
21,96,2018,97,91,111
22,83,1655,92,100,104
19,58,4103,101,96,106
27,49,2089,93,93,110
27,43,2187,89,97,106
14,98,7420,110,97,103
27,30,4148,93,93,104
24,56,2945,105,90,104
21,93,3267,98,86,102
27,99,1030,88,93,108
19,92,2432,103,99,104
27,64,1677,91,96,104
22,86,2080,101,98,105
19,90,3796,93,97,106
20,99,1869,103,106,105
23,100,1805,101,94,105
25,83,1691,95,96,103
21,90,2358,96,101,102
22,76,2517,100,102,106
22,100,2170,94,95,105
26,92,6005,121,93,108
35,97,6979,111,96,104
19,100,3989,105,98,101
22,99,2901,95,96,108
24,80,3397,108,90,101
24,91,4979,112,96,103
29,99,917,86,101,108
20,99,3876,107,100,103
22,65,3671,94,103,107
35,81,5321,94,96,101
27,99,4268,115,95,106
24,53,7227,124,98,101
21,99,3469,104,102,106
26,87,3866,118,94,102
25,90,3671,119,96,104
36,86,5347,108,95,106
31,94,2373,94,91,102
30,95,5587,122,101,102
25,79,4544,119,100,105
30,100,1296,93,94,104
32,98,1274,93,93,104
27,85,4224,119,100,101
26,75,4943,116,103,104
29,44,4967,115,98,101
36,60,2949,100,89,108
41,82,2713,93,87,106
34,63,3056,95,95,102
33,76,2674,104,94,104
31,91,3334,107,99,105
29,75,2360,106,97,107
30,99,1469,94,98,107
41,70,4550,101,96,103
30,99,1834,103,97,107
34,52,4577,108,99,104
33,93,2073,96,97,105
37,81,5027,111,104,106
45,34,6148,94,94,108
33,96,1527,95,97,106
39,28,4302,93,96,103
38,80,1673,93,94,105
34,74,3618,108,103,108
38,98,2668,95,100,103
48,80,6457,110,106,107
36,99,1129,91,97,103
44,38,4242,92,95,109
47,84,3173,90,95,106
46,68,6378,109,106,109
34,90,1592,96,102,104
41,77,1252,88,93,110
38,85,1623,92,99,107
52,46,7228,96,102,107
40,98,1137,88,95,111
58,52,7228,95,100,108
53,66,4188,89,96,110
40,97,1880,90,100,108
44,93,1830,87,95,115
44,33,2953,88,98,110
46,97,3013,91,103,105
42,48,2264,89,101,110
50,26,6471,88,98,112
41,99,1226,87,98,113
38,81,1567,91,104,107
38,97,1086,89,103,107
39,91,1159,88,101,111
46,95,2363,88,101,111
41,99,1424,88,101,115
42,60,3232,93,109,107
46,77,2856,89,104,111
45,71,2903,89,105,110
39,91,1435,90,105,112
43,95,1981,89,104,114
40,88,1111,87,105,111
46,67,2416,87,104,114
44,91,2123,89,106,111
47,53,2819,87,104,114
46,52,2541,87,104,115
48,34,5787,90,111,109
49,80,3613,92,108,115
65,74,5165,86,104,117
51,65,3817,88,109,112
44,15,7469,90,114,109
40,98,1017,87,108,114
43,97,1983,88,110,113
45,90,2426,88,110,114
42,66,1581,89,109,117
45,86,2039,87,109,115
51,89,3190,87,110,115
60,72,4797,86,109,116
39,99,1156,88,113,113
49,29,5341,87,111,116
52,36,6271,88,115,113
42,94,1344,86,110,116
45,75,2186,87,113,115
54,27,6739,87,109,120
52,86,1825,81,100,130
46,44,3750,90,115,116
49,92,2259,85,110,119
43,100,935,84,108,123
68,93,4950,88,115,116
59,39,6587,87,110,122
43,98,1667,87,115,117
53,70,3701,87,115,119
42,80,1256,88,115,119
66,57,6279,86,114,119
45,84,912,83,109,123
55,93,4048,90,124,112
66,74,5712,89,120,116
68,56,5546,82,107,129
51,86,3009,89,115,124
57,73,4254,87,117,119
63,87,4752,90,119,120
56,54,4326,86,115,123
47,83,2020,86,115,126
57,41,4245,82,109,128
54,69,2524,82,110,129
58,53,4476,84,115,124
60,74,4151,85,115,125
44,97,1571,86,117,125
51,66,2271,83,112,128
52,18,6974,86,118,125
47,55,2444,88,119,125
60,92,4078,87,122,121
50,53,2431,83,120,118
47,75,1890,87,116,131
66,88,4667,88,119,127
47,41,2205,87,117,132
65,90,4403,80,119,130
58,66,4895,88,127,120
0,96,16,246,98,105
3,84,669,98,91,106
1,65,5695,50,104,101
3,54,472,70,94,106
6,83,558,52,90,116
3,40,6644,113,93,111
1,98,6569,97,92,101
3,54,2623,71,86,103
3,18,4581,108,94,105
5,9,4219,65,100,106
4,15,7499,69,99,106
4,94,1074,94,99,106
3,59,4200,75,88,103
5,31,3296,92,91,105
4,51,3875,82,94,105
4,58,3878,80,98,108
6,72,1107,76,96,108
5,24,4702,106,100,106
7,41,1073,70,93,106
6,10,6021,83,98,104
2,90,7475,104,107,103
6,47,1905,88,104,106
7,27,3360,95,93,105
5,42,5721,86,96,105
7,38,2605,99,90,106
5,31,7500,96,95,104
8,12,5546,81,102,105
7,92,878,89,94,104
5,81,3013,92,93,102
8,25,5569,89,96,106
8,90,1450,91,93,106
7,71,1932,87,100,104
8,35,4942,87,100,106
8,27,7240,111,95,107
8,73,1670,96,99,105
8,51,2562,96,100,106
10,59,1787,93,96,106
9,81,1771,92,97,106
5,91,5426,89,104,107
9,29,4639,100,107,105
11,50,2386,88,94,106
9,52,2706,95,99,104
10,76,2060,103,95,109
7,67,4026,109,101,107
10,50,3768,94,93,105
11,84,1044,85,97,105
11,53,2696,96,92,105
12,62,1484,87,96,107
10,76,1842,92,99,104
